Category,Text
Books,"10Pcs 60cm Couples Necklace Men Women 1.5mm Jewelry Making Beading Crafting Waxed Cotton Cord Rope with Clasp (Assorted Color) DescriptionThis is a pack of 10pcs imitation leather necklace cords with clasp, perfect for necklace, bracelet and jewelry making. All the necklace cords are well made and hard to break, they are strong and stable for long time use. It also comes with a lobster claw clasp and extension chain, so you can adjust the length when you need. Great accessory to add creativity to pendants, charms, beads or other jewelry findings to make your unique necklace.Feature- Color: Assorted Color.- Material: Alloy and wax string.- Length: About 60cm. Diameter: 1.5mm.- This is a pack of 10pcs imitation leather necklace cords with clasp, perfect for necklace, bracelet and jewelry making.- The imitation leather looking makes them cool to match your pendants.- All the necklace cords are well made and hard to break, they are strong and stable for long time use.- The necklace cord is 1.5mm in diameter and 60cm in length. It also comes with a lobster claw clasp and extension chain, so you can adjust the length when you need.- Ready-made necklace so that you can simply add pendants, charms, beads or other jewelry findings to make your unique necklace. Package Including10 x 60cm Couples Necklace Men Women 1.5mm Jewelry Making Beading Crafting Waxed Cotton Cord Rope with Clasp (Assorted Color)"
Books,"10m 0.8mm Crystal Elastic Beading Cord String Thread for Necklace Bracelet DIY (Pack of 2) Item Package Quantity:2   They are perfect flexible soft beading wires or strings in necklace, bracelet, or earring making, Soft temper wire is shapeable. Ideal for all types of wire-wrapping, weight-bearing designs, and holding designs together. Note: the picture shown is a representation of the item, you'll receive from the actual size items. Picture may appear larger on your screen. Color may vary slightly due to the color setting of each individual monitor. Please double check the sizes before purchasing. Package includes: 1 Roll"
Books,"Generic D& D New DIY Leather Beading Cord for Clothes Shoes Jewelry Bracelet Necklace Accessories 20m Product type: cords, material: leather, use: home textile, bags, shoes, garment, diameter: 3mm, model number: ds17030602, finishing: waxed, shape: flat, feature: eco-friendly, high tenacity, waterproof, length: 20m, technics: twisted, item nmae: leather beading cord, size: white 10m&black 10m, packing: 1pc/pack, unit type: piece, package weight: , package size:"
Books,"Elastic Stretching Cord for Beading, Jewellery Making, Pack of 2 Elastic Stretching thread is great for making stretch bracelets with gemstone, glass or crystal beads. It can be finished with a triple knot and dabbed with a bit of glue.This Elastic Thread is ideal for beads craft designing project and in repairing or assembling your bracelets, necklaces, etc.This thread is of Premium quality and is highly used in delicated arts and crafts.Elastic Wire is great for stringing beads, pendants or other handmade jewellery to make necklace, bracelet, anklets. This elastic cord makes a great addition to just about any collection of crafting supplies."
Books,SPA 100M Crystal Line String Thread Stretch Elastic Beading Cord Dichotomanthes 0.8M Description 100m crystal line string thread stretch elastic beading cord dichotomanthes 0.8mm
Books,"DIY Crafts 76Yards Nylon Cord String Jewelry Beading Thread (Crystal ) DIY Crafts 76 yards crystal nylon cord string jewelry beading thread fishing line DIY Crafts this roll of multifunctional crystal nylon thread is great for stringing beads, stones, charms, pendants to make necklace, bracelet, anklets."
Books,"Elastic blue cord for jewelry making Elastic Stretching thread is great for making stretch bracelets with gemstone, glass or crystal beads. It can be finished with a triple knot and dabbed with a bit of glue.This Elastic Thread is ideal for beads craft designing project and in repairing or assembling your bracelets, necklaces, etc.This thread is of Premium quality and is highly used in delicated arts and crafts.Elastic Wire is great for stringing beads, pendants or other handmade jewellery to make necklace, bracelet, anklets. This elastic cord makes a great addition to just about any collection of crafting supplies."
Books,"Elastic blue cord for jewelry making Elastic Stretching thread is great for making stretch bracelets with gemstone, glass or crystal beads. It can be finished with a triple knot and dabbed with a bit of glue.This Elastic Thread is ideal for beads craft designing project and in repairing or assembling your bracelets, necklaces, etc.This thread is of Premium quality and is highly used in delicated arts and crafts.Elastic Wire is great for stringing beads, pendants or other handmade jewellery to make necklace, bracelet, anklets. This elastic cord makes a great addition to just about any collection of crafting supplies."
Books,"Elastic Stretching Cord for Beading, Jewellery Making, Pack of 2 Elastic Stretching thread is great for making stretch bracelets with gemstone, glass or crystal beads. It can be finished with a triple knot and dabbed with a bit of glue.This Elastic Thread is ideal for beads craft designing project and in repairing or assembling your bracelets, necklaces, etc.This thread is of Premium quality and is highly used in delicated arts and crafts.Elastic Wire is great for stringing beads, pendants or other handmade jewellery to make necklace, bracelet, anklets. This elastic cord makes a great addition to just about any collection of crafting supplies."
Books,"ROSENICE 10 Yard 1.5mm Genuine Black Round Leather Cords for Bracelet Necklace Beading Jewelry Making DescriptionThis is a roll of leather cord for jewelry making. Made from premium quality cowhide leather. Genuine Leather Round Cord is a perfect material for bracelet, necklace and macrame jewelry projects. The leather surface is smooth and is very easy to manipulate.Feature- Color: Black.- Material: Leather.- Size: 910x0.15x0.15cm.- Genuine Leather Round Cord is a perfect material for bracelet, necklace and macrame jewelry projects.- Made from premium quality cowhide leather.- The leather surface is smooth and is very easy to manipulate.- Diy your own jewelry for giving as a special gift!Package Including1 x roll of leather cord"
Books,"solaris 10m Waxed Nylon Thread Cord String for Necklace Bracelet Jewelry Hand Sewing String Beading DIY 1.5mm Dark Grey Description:Material: NylonLength: about 10m/11yard; Cord diameter: about 1.5mm/0.06inchWith fine and smooth surface Tightly woven and knotted into DIY bracelet, necklace, string beading, hand sewing, leatherwork, necklace and jewelry making.Ideal for your handmade DIY craftsPackage Includes:10 Meter Waxed StringNote:Please be reminded that due to lighting effects, monitor's brightness / contrast settings etc, there could be some slight differences in the color tone of the pictures and the actual item."
Books,"Phoneix 1 mm Elastic Cord Thread Beading String Cords, 100 Meters, Black Color Name:Black   Specifications:  Material: stretchy elastic cord covered with fabric Quantity: 1 Weight: 70 g Length: 100 meters/ 109 yards; Diameter: 1 mm Color: black   Package included: 1 x Roll of elastic beading thread"
Books,"DIY Crafts 1 Roll DIY Durable Tail Beading Wire Cord Wire Line 0.45mm for Jewelry Braceleti Description Fashionable and durable jewelry cord Great for stringing the beads like crystals, pearls, rhinestones and stones. Premium quality, delicated arts and crafts Please visit our store to choose more relevant products! Brand: TOUCHSTONE Material: Steel Size: approx. 0.45 mm Condition: 100% new Weight: approx. 58 g Quantity: 1 Roll Length: approx. 90-100 m Conversion: 1 mm = 0.0394 inch, 1g = 5 carat"
Books,"Jaz Golden Finish Round Metallic Beads for Jewellery Making (5 and 2 mm) Pack of 100 Pieces Golden metallic beads with sparking golden colour that add excellent light reflection and additional flash to jewellery designing. Great for for designing bracelet, necklace and craft projects, home decoration and more. Size: 5mm and hole size-2mm."
